,latitude,longitude,altitude
336,28.024162963,86.867564844,6207.1
337,28.025356996,86.867594775,6212.1
338,28.026641949,86.867218128,6087.0
339,28.028345264,86.866826141,6037.2
340,28.028995791,86.867941209,6026.0
341,28.029682931,86.870427649,5989.3
342,28.030603774,86.873114854,5943.3
343,28.031490504,86.874910598,5912.7
344,28.031351904,86.876253425,5889.9
345,28.029320906,86.876732949,5855.3
346,28.026609429,86.877312174,5915.1
347,28.024001509,86.8775844,5999.9
348,28.017868271,86.87770003,6026.3
349,28.011354848,86.877482826,5983.0
350,28.006409455,86.877699344,6040.9
351,28.002720978,86.878382181,6122.8
352,27.999258942,86.878866,6360.0
353,27.996428314,86.879573632,6311.9
354,27.9927913,86.880580272,6295.5
355,27.989080461,86.880642947,6078.4
356,27.986029783,86.88095903,6099.9
357,27.980426553,86.881289255,6266.4
358,27.975139137,86.882295499,6704.7
359,27.970777821,86.883330909,7582.6
360,27.96698732,86.883715169,7530.0
361,27.961301254,86.88241831,6722.5
362,27.953625767,86.881624966,6265.9
363,27.948575699,86.880916418,5688.3
364,27.944680885,86.880261169,5507.7
365,27.943012961,86.880293501,5533.8
366,27.940737722,86.880116042,5543.6
367,27.937633469,86.879823309,5470.1
368,27.935237537,86.87957533,5417.1
369,27.93262242,86.879220801,5492.8
370,27.931050562,86.879186857,5429.5
371,27.929109886,86.87919196,5396.1
372,27.927382414,86.879313678,5486.5
373,27.925935198,86.87935056,5518.4
374,27.924000739,86.879594682,5440.3
375,27.922475085,86.879483386,5344.8
376,27.920451261,86.880057106,5218.8
377,27.918610084,86.880729217,5139.2
378,27.916451258,86.881505649,4999.2
379,27.91496534,86.88272999,4994.0
380,27.91498405,86.883454727,4987.3
381,27.916982195,86.885363756,4994.7
382,27.919823687,86.886536392,5045.9
383,27.923910354,86.887196292,5049.5
384,27.928439935,86.887380855,5079.9
385,27.935352511,86.887312806,5148.6
386,27.94076357,86.887275972,5190.4
387,27.945054228,86.887593348,5339.8
388,27.948536891,86.88786029,5602.2
389,27.957116228,86.889508522,6896.4
390,27.961182906,86.889806766,7211.0
391,27.965921584,86.890679934,7672.6
392,27.967812675,86.890657724,7462.9
393,27.972346658,86.890461372,7191.0
394,27.975240115,86.890116098,6906.7
395,27.979351897,86.88870893,6359.9
396,27.981732803,86.887905537,6248.3
397,27.987535099,86.887016554,6549.6
398,27.989380961,86.886685009,6727.5
399,27.992425897,86.886666682,6937.5
400,27.99580518,86.886571984,7132.8
401,27.997381541,86.886613021,7175.5
402,27.999148834,86.886419784,7058.5
403,28.002733391,86.886063144,6784.4
404,28.005780928,86.885958138,6555.0
405,28.00954746,86.885421979,6176.5
406,28.012311199,86.885087032,5934.7
407,28.015202169,86.884760263,5902.0
408,28.017472497,86.884462124,5882.2
409,28.018292502,86.883972955,5879.3
410,28.020559908,86.882967936,5863.6
411,28.021378929,86.882481704,5857.2
412,28.022196126,86.88199844,5838.1
413,28.023029071,86.881730465,5840.5
414,28.023863866,86.881460598,5821.1
415,28.024696216,86.881434015,5811.0
416,28.025737318,86.881400763,5789.8
417,28.026571005,86.881373824,5796.8
418,28.027615689,86.88133773,5785.6
419,28.029504075,86.881504296,5774.1
420,28.030343003,86.881474076,5757.8
421,28.032450848,86.882343291,5732.2
422,28.032874939,86.882800875,5729.9
423,28.033312264,86.884197542,5723.3
424,28.033331961,86.885605918,5725.2
425,28.031066967,86.888492186,5765.3
426,28.027744828,86.889996046,5794.3
427,28.025876113,86.89075494,5808.8
428,28.022527731,86.89158419,5869.6
429,28.018612886,86.891665499,5879.0
430,28.013214471,86.89161701,5968.6
431,28.008381036,86.892019023,6190.6
432,28.003646026,86.892246676,6637.9
433,27.999836477,86.892629185,6976.1
434,27.995129114,86.892929849,7197.9
435,27.991541648,86.892781722,6983.0
436,27.985562299,86.891747729,6477.9
437,27.980192478,86.890755783,6314.6
438,27.976632859,86.890954217,6673.4
439,27.9737674,86.891367591,7049.6
440,27.969310139,86.891704805,7242.0
441,27.966503398,86.892021079,7494.0
442,27.965276316,86.892360727,7606.2
443,27.964067444,86.892489777,7705.0
444,27.962477323,86.892697215,7568.9
445,27.959662349,86.892371351,7035.8
446,27.956405124,86.891996438,6636.2
447,27.954244209,86.892048191,6366.7
448,27.951759414,86.892287347,6051.9
449,27.948106871,86.891935328,5679.0
450,27.945039011,86.891936128,5410.4
451,27.94318252,86.892120239,5313.2
452,27.940679938,86.892317248,5223.5
453,27.937378715,86.892558411,5166.2
454,27.935303006,86.892614057,5152.9
455,27.932533114,86.893133316,5167.8
456,27.929671688,86.893383829,5109.5
457,27.928355571,86.893392355,5100.4
458,27.926829163,86.893406113,5083.3
459,27.925347212,86.893673906,5073.8
460,27.924921442,86.893681473,5063.7
461,27.922884725,86.894225463,5094.8
462,27.919628181,86.894567908,5131.5
463,27.918834239,86.894837159,5138.5
464,27.918027052,86.895340087,5165.0
465,27.916395531,86.896280683,5130.8
466,27.914021425,86.897691872,5038.5
467,27.912955649,86.899627088,5041.1
468,27.915166521,86.901041035,5062.2
469,27.920411035,86.902307794,5309.8
470,27.927788719,86.902270797,5511.6
471,27.935795464,86.901549274,5338.5
472,27.943986651,86.900820452,5534.8
473,27.947893948,86.901089201,6068.7
474,27.951382485,86.90117504,6618.9
475,27.955353462,86.901183173,7123.6
476,27.957997418,86.901117807,7371.4
477,27.960002216,86.901194188,7488.4
478,27.961419252,86.900673137,7502.1
479,27.963329171,86.900307005,7325.5
480,27.965778646,86.899665963,7143.4
481,27.967537734,86.899509103,6997.0
482,27.969747334,86.898470761,6851.2
483,27.973532689,86.897803296,6683.4
484,27.975064326,86.897266791,6580.8
485,27.978719124,86.896134199,6401.8
486,27.97990329,86.89585485,6357.7
487,27.982129897,86.895816209,6355.8
488,27.983766661,86.895814353,6429.9
489,27.987745981,86.896244138,6738.6
490,27.990822706,86.896849714,7014.3
491,27.99224541,86.897166975,7161.5
492,28.000312381,86.897449218,6862.3
493,28.006839529,86.897807159,6256.4
494,28.009365233,86.897577389,6061.7
495,28.011625941,86.897514326,6050.7
496,28.015541224,86.897404888,5981.8
497,28.016570534,86.897379709,5948.2
498,28.018634594,86.897325361,5922.5
499,28.020287969,86.897281828,5917.8
500,28.022869555,86.897069471,5997.9
501,28.023624325,86.897106607,6069.4
502,28.024590589,86.897130117,6125.1
503,28.026091898,86.896810492,6100.5
504,28.028049599,86.896688092,5967.2
505,28.029073269,86.896903977,5975.9
506,28.030093798,86.89712165,5970.5
507,28.031516803,86.89756979,5998.9
508,28.032582723,86.897876513,6105.2
509,28.032776227,86.899613026,6254.1
510,28.031314828,86.900819372,6306.8
511,28.029106475,86.901316299,6346.3
512,28.027590794,86.901631506,6432.1
513,28.024233935,86.902582408,6670.5
514,28.022410499,86.902743908,6483.2
515,28.02000055,86.903120214,6296.0
516,28.017131847,86.903285197,6137.1
517,28.01331297,86.903313618,6111.4
518,28.009017617,86.903410288,6114.0
519,28.006701857,86.90382079,6307.6
520,28.004234596,86.903981174,6603.2
521,28.002207719,86.904118114,6812.5
522,27.998827519,86.904360672,7153.0
523,27.994566243,86.904827553,7454.0
524,27.991407587,86.904787432,7214.2
525,27.986500921,86.904202098,6771.3
526,27.982785828,86.904154278,6574.8
527,27.979510554,86.904168496,6495.0
528,27.974732364,86.903839175,6571.5
529,27.973153545,86.903884726,6586.1
530,27.970064439,86.90400371,6692.4
531,27.968364427,86.90430599,6759.7
532,27.966203702,86.904445467,6975.3
533,27.963032274,86.904656262,7242.4
534,27.961173669,86.904580322,7348.2
535,27.956165343,86.904430949,6961.4
536,27.953468114,86.904379704,6797.8
537,27.950969928,86.904334611,6566.3
538,27.946017091,86.904110089,6026.8
539,27.942751648,86.904012674,5744.0
540,27.939101634,86.903998011,5554.3
541,27.937444535,86.903980948,5499.9
542,27.934318699,86.903993844,5381.4
543,27.932065869,86.90404875,5402.8
544,27.930647116,86.904086281,5441.9
545,27.929464789,86.904360497,5521.6
546,27.927166098,86.904404691,5409.7
547,27.925422711,86.904423813,5417.2
548,27.924644562,86.904408691,5367.9
549,27.922857801,86.904421584,5314.4
550,27.921463941,86.904422574,5290.1
551,27.919464381,86.904361525,5098.7
552,27.917594237,86.905083211,5046.1
553,27.917384058,86.90532709,5042.4
554,27.915904937,86.906554254,5037.5
555,27.914635088,86.907537698,5034.4
556,27.914215625,86.908025818,5034.1
557,27.912316696,86.909742005,5031.7
558,27.911935825,86.910952923,5040.3
559,27.912824935,86.911898709,5047.4
560,27.915844535,86.912803831,5068.4
561,27.921894348,86.913176005,5116.5
562,27.928308534,86.912599618,5208.5
563,27.929547977,86.912593293,5277.8
564,27.932908267,86.912549104,5372.5
565,27.938780594,86.911962528,5373.3
566,27.944980228,86.911733103,5809.1
567,27.951842409,86.910786187,6221.6
568,27.962874289,86.90996478,7167.4
569,27.963561212,86.909706676,7118.8
570,27.965295648,86.909390019,6945.4
571,27.972885607,86.908681441,6628.7
572,27.977423994,86.908565963,6556.8
573,27.981328722,86.90854182,6701.5
574,27.982386773,86.908779809,6797.5
575,27.985085704,86.909025738,6987.1
576,27.98673323,86.909265327,7143.1
577,27.987754052,86.909277085,7248.8
578,27.98876759,86.90928876,7318.9
579,27.990756477,86.909294313,7436.6
580,27.993870835,86.90861879,7603.4
581,27.997132579,86.90825473,7327.8
582,28.006537981,86.907273723,6455.1
583,28.010278643,86.906864362,6149.4
584,28.012319411,86.906587773,6136.6
585,28.015730119,86.906323805,6240.1
586,28.018438626,86.906117641,6438.5
587,28.020798192,86.905978711,6741.8
588,28.022075087,86.906012236,6874.0
589,28.023358521,86.906036085,7050.0
590,28.02467596,86.90603924,7115.5
591,28.025845472,86.906246581,7142.7
592,28.028288505,86.906169433,7004.7
593,28.028699701,86.906155465,6996.5
594,28.029458751,86.906601812,7039.1
595,28.03014277,86.907743683,7114.7
596,28.030524146,86.908634161,7106.3
597,28.028201394,86.910059055,7277.2
598,28.025737641,86.910801792,7481.9
599,28.022772363,86.910766149,7156.2
600,28.018775593,86.910729585,6638.0
601,28.014126219,86.910516722,6342.5
602,28.009899668,86.91058022,6195.8
603,28.002087815,86.910926189,6963.8
604,27.996615225,86.912039126,7472.5
605,27.992069863,86.912214412,7758.3
606,27.985402131,86.911297376,7167.5
607,27.974525524,86.910691642,6619.7
608,27.967876318,86.910631497,6738.8
609,27.963738101,86.911250747,7070.7
610,27.959304864,86.911457929,7357.2
611,27.953439296,86.911958042,6391.3
612,27.946930119,86.912662498,5996.2
613,27.939196625,86.913139127,5374.7
614,27.935102388,86.913445283,5347.9
615,27.929730018,86.914715265,5199.3
616,27.92537561,86.915508668,5123.8
617,27.923262882,86.916267356,5112.4
618,27.920910473,86.917029928,5115.4
619,27.917555502,86.918052946,5100.3
620,27.914406124,86.918833579,5219.5
621,27.911953946,86.91983416,5375.8
622,27.911131072,86.920559982,5458.5
623,27.910586765,86.921279883,5452.8
624,27.910520756,86.923425815,5330.3
625,27.911806846,86.925037523,5481.4
626,27.914870101,86.92702193,5772.9
627,27.917192591,86.928143248,5915.6
628,27.921089842,86.928564928,5726.3
629,27.927848676,86.929269645,5353.5
630,27.935416452,86.92963453,5236.7
631,27.941751338,86.929233024,5374.9
632,27.947163763,86.928071849,5665.9
633,27.952342804,86.92655221,6463.8
634,27.957499615,86.925698806,7497.5
635,27.959986113,86.925119207,7828.9
636,27.963273761,86.924680809,7715.3
637,27.966102389,86.923795347,7561.5
638,27.968628707,86.923117155,7395.9
639,27.97111002,86.922635469,7407.3
640,27.973985251,86.921924544,7370.8
641,27.975796155,86.921219798,7433.5
642,27.979690577,86.921548925,7692.8
643,27.983265594,86.921021972,7891.9
644,27.98442561,86.920780196,7887.6
645,27.985992859,86.920095208,7957.6
646,27.987786676,86.919831036,8207.5
647,27.989887186,86.919147142,8355.9
648,27.991673154,86.918697683,8130.6
649,27.995017826,86.918209815,7817.0
650,27.998066796,86.918154409,7601.5
651,28.003941658,86.91737969,7092.3
652,28.008009453,86.917296616,6681.5
653,28.010445272,86.917248659,6591.4
654,28.012666572,86.916978143,6636.8
655,28.015876721,86.916461533,6539.4
656,28.018981605,86.916193028,6825.7
657,28.021651453,86.916378868,7236.6
658,28.024262833,86.916553612,7383.6
659,28.025843141,86.916522483,7364.7
660,28.026055036,86.916517927,7335.9
661,28.028285017,86.91824735,7112.4
662,28.029658779,86.920015435,6976.1
663,28.028801551,86.920248328,7037.4
664,28.027734117,86.922035352,7170.9
665,28.026626501,86.922956915,7085.7
666,28.023022303,86.924227472,6754.3
667,28.016533467,86.92452832,6950.0
668,28.010900699,86.925239984,7177.2
669,28.0053585,86.925281407,7398.2
670,28.001251918,86.925070794,7633.4
671,27.996287968,86.925051659,8027.2
672,27.99369195,86.925023079,8289.0
673,27.990966129,86.924998794,8604.0
674,27.987347061,86.925013808,8688.4
675,27.986199525,86.924849196,8623.8
676,27.983897738,86.924933068,8458.7
677,27.980671016,86.9250926,8157.8
678,27.979062706,86.92515917,8012.8
679,27.978232966,86.92519967,7911.4
680,27.975308985,86.925335163,7693.0
681,27.971432145,86.925418257,7673.3
682,27.968298499,86.925490977,7593.4
683,27.965048892,86.925942573,7719.1
684,27.96311158,86.926377491,7854.7
685,27.959336733,86.926658408,7759.7
686,27.954725293,86.927268014,6802.5
687,27.949727545,86.928124872,6055.6
688,27.945649924,86.928621104,5545.3
689,27.941534189,86.929238518,5374.8
690,27.936936366,86.929597606,5267.5
691,27.932607378,86.929938886,5245.5
692,27.928126485,86.930206245,5376.3
693,27.923701916,86.930438144,5611.2
694,27.920430714,86.930841687,5903.9
695,27.918454518,86.931071032,6058.7
696,27.915713439,86.931863076,5878.7
697,27.91340098,86.932443927,5760.2
698,27.910003852,86.934269096,5522.9
699,27.910132696,86.935938402,5465.0
700,27.911956694,86.938049444,5467.4
701,27.915232588,86.939615209,5531.4
702,27.919852002,86.93977835,5806.3
703,27.924227776,86.939628211,5913.2
704,27.930091372,86.938963899,5711.6
705,27.937189617,86.938746801,5811.3
706,27.943335819,86.937800799,6030.6
707,27.946031621,86.937361572,6149.8
708,27.949420523,86.93686827,6403.5
709,27.952358912,86.936532922,6794.2
710,27.956756642,86.935881764,7416.0
711,27.961293141,86.934949437,8120.5
712,27.965270174,86.934818908,8027.8
713,27.967582549,86.935066658,7917.4
714,27.973101758,86.934419612,7806.2
715,27.977631789,86.933577612,7866.1
716,27.982448454,86.933198752,8042.4
717,27.985245077,86.932966025,8032.8
718,27.992459172,86.932549253,8127.3
719,27.995688582,86.932586658,8391.8
720,27.997554328,86.932587884,8302.4
721,28.001133293,86.93264444,8112.3
722,28.002854375,86.932688352,7987.3
723,28.004209354,86.932526797,7840.1
724,28.00656571,86.932607622,7566.9
725,28.009779978,86.932730797,7310.7
726,28.012474534,86.932859458,7002.8
727,28.01541411,86.932969631,6716.8
728,28.018282823,86.932752463,6624.7
729,28.02171419,86.93270554,6599.0
730,28.022723339,86.932690687,6587.8
731,28.024741757,86.932660079,6559.8
732,28.026110783,86.93238894,6560.2
733,28.027038562,86.932331604,6643.0
