,latitude,longitude,altitude
734,28.028128093,86.932254656,6695.9
735,28.029114795,86.933126713,6735.4
736,28.029461975,86.934769906,6659.9
737,28.029647664,86.936677885,6599.3
738,28.029718207,86.938075948,6488.5
739,28.027763309,86.938831617,6463.1
740,28.023101623,86.939120551,6483.7
741,28.018415105,86.93892111,6570.1
742,28.010478932,86.937648947,7196.7
743,28.007633095,86.937462074,7501.6
744,28.002530515,86.937154547,8063.9
745,27.996268998,86.937853621,7858.2
746,27.990652335,86.938620194,7539.3
747,27.976998998,86.939914795,7331.3
748,27.971460476,86.940767351,7177.1
749,27.96805458,86.94119987,7320.9
750,27.964323837,86.94183046,7596.4
751,27.959976098,86.942145935,8050.9
752,27.953528517,86.943547791,7210.3
753,27.948874138,86.944569153,6766.9
754,27.941928687,86.945612927,6293.9
755,27.935130921,86.946579185,5492.9
756,27.931285701,86.946772292,5357.8
757,27.928038506,86.946634354,5331.2
758,27.925082174,86.946379602,5393.5
759,27.923240849,86.946398988,5416.4
760,27.920187811,86.946259681,5374.2
761,27.917720813,86.946429682,5244.8
762,27.915448779,86.946527054,5191.6
763,27.913268076,86.947071028,5169.3
764,27.911137898,86.948078136,5155.1
765,27.911384356,86.949023281,5166.3
766,27.91228559,86.950428621,5171.6
767,27.915513188,86.952267733,5187.8
768,27.9193513,86.952900519,5211.0
769,27.926543917,86.952658823,5296.2
770,27.934813872,86.952142576,5572.9
771,27.942323684,86.950465118,6311.8
772,27.947108885,86.949460974,6918.4
773,27.95160112,86.94857613,7289.9
774,27.957600589,86.94744659,7949.3
775,27.962361186,86.948131031,7418.7
776,27.969397735,86.948678748,6813.7
777,27.976703638,86.947064989,6672.2
778,27.983730987,86.945338535,7186.3
779,27.98903152,86.944543191,7176.6
780,27.996682212,86.94279625,7460.5
781,28.002237478,86.94179792,7936.3
782,28.007695929,86.941204367,7499.6
783,28.016990755,86.941818415,6635.4
784,28.022755786,86.941654968,6452.0
785,28.024777859,86.941624347,6458.3
786,28.028647063,86.941585034,6412.6
787,28.030077399,86.941572134,6404.1
788,28.031729596,86.942021379,6383.2
789,28.03215094,86.942479266,6374.2
790,28.031590123,86.945016298,6374.2
791,28.029607797,86.947123912,6369.1
792,28.027588936,86.948293046,6367.1
793,28.025548609,86.948534227,6390.8
794,28.022303701,86.949473539,6412.2
795,28.017407607,86.949347648,6789.7
796,28.012204594,86.948905421,7239.6
797,28.003739915,86.948710181,7465.5
798,27.995135443,86.949967301,6862.2
799,27.977023977,86.951411883,6389.6
800,27.975983313,86.95147108,6403.4
801,27.969148588,86.952693334,6652.2
802,27.958243311,86.952727034,7688.2
803,27.940275628,86.955845675,6204.2
804,27.928638898,86.959468522,5318.5
805,27.922399134,86.961105159,5259.9
806,27.918906735,86.961845243,5275.5
807,27.917110014,86.96302736,5309.8
808,27.915298892,86.963977289,5336.0
809,27.913056038,86.965924024,5592.2
810,27.913706705,86.966845513,5616.4
811,27.914882365,86.967933875,5510.2
812,27.918616605,86.969196851,5447.5
813,27.922756656,86.969387028,5404.7
814,27.930734906,86.969066294,5513.7
815,27.935541054,86.968168518,5685.6
816,27.941800966,86.966671271,6232.7
817,27.945652047,86.96606896,6501.4
818,27.950471565,86.96502095,6969.8
819,27.957398483,86.96420547,7402.4
820,27.962841355,86.965977843,6588.5
821,27.967892854,86.966636042,5547.7
822,27.968918236,86.96664212,5548.2
823,27.974920553,86.966854576,5493.9
824,27.980342569,86.967010985,5478.1
825,27.985986881,86.967632387,5470.4
826,27.990192761,86.967651762,5551.6
827,27.995429233,86.967700239,5701.4
828,28.001799696,86.967681851,6396.2
829,28.00824228,86.968649014,5831.9
830,28.010719938,86.9686231,5811.6
831,28.014303022,86.967695704,6042.1
832,28.015622183,86.966895403,6174.7
833,28.017123502,86.965871566,6368.0
834,28.019431347,86.964456247,6515.8
835,28.021029155,86.963520811,6499.8
836,28.022633296,86.962818178,6497.9
837,28.024822059,86.962292108,6504.4
838,28.026570837,86.962605794,6588.7
839,28.027329634,86.96318741,6656.4
840,28.028070321,86.964184724,6744.9
841,28.028439996,86.965895002,6744.7
842,28.027298119,86.967330555,6720.2
843,28.02415245,86.969018232,6686.8
844,28.017638911,86.970345086,6315.5
845,28.008707922,86.971941849,5806.1
846,28.000238313,86.971620764,6236.6
847,27.990273238,86.975138065,5468.5
848,27.975054511,86.978278647,5437.4
849,27.964682633,86.978446237,5937.8
850,27.963711141,86.978374964,5955.3
851,27.957476141,86.977875346,6611.2
852,27.949812631,86.976899809,7132.0
853,27.942415958,86.977768069,6731.6
854,27.934776961,86.97870451,6367.3
855,27.929006558,86.978550612,6185.3
856,27.922890081,86.977734177,6196.4
857,27.917855979,86.975923158,6345.7
858,27.91005478,86.974483225,6180.8
859,27.90938482,86.974299415,6154.2
860,27.909825893,86.974735731,6162.8
861,27.911065142,86.976563349,6164.4
862,27.913138964,86.978828357,6158.2
863,27.916399468,86.980643584,6336.9
864,27.921134411,86.981324577,6533.5
865,27.925052217,86.982899983,6085.8
866,27.928929292,86.98395558,6023.6
867,27.935201142,86.984413677,6059.0
868,27.943946264,86.983321271,6872.4
869,27.951146328,86.982750404,7315.4
870,27.95179431,86.983146319,7225.5
871,27.955796824,86.984595189,6690.5
872,27.962321518,86.986601046,6183.6
873,27.964893864,86.987748549,5893.0
874,27.969768179,86.988297384,5670.2
875,27.975180893,86.988517843,5437.8
876,27.983741116,86.988437688,5402.5
877,27.99210445,86.987886034,5374.0
878,27.99776191,86.987513612,5383.6
879,28.003833049,86.987310642,5414.8
880,28.007592288,86.987177762,5453.3
881,28.012736534,86.98644723,5599.8
882,28.015948048,86.985486912,5774.2
883,28.017680238,86.984777103,5941.3
884,28.019062244,86.984347667,6027.5
885,28.021430168,86.984204018,5870.5
886,28.023480826,86.984144722,5876.1
887,28.025100502,86.983148419,5888.1
888,28.026088902,86.981909681,5934.3
889,28.02684485,86.980395598,5963.3
890,28.027041847,86.980148743,5968.0
891,28.025145681,86.978495363,5991.7
892,28.014594896,86.976009452,5721.7
893,28.013337558,86.975528316,5741.1
894,28.001503248,86.973961034,5983.8
895,28.000480889,86.97399631,6087.4
896,27.989229193,86.975410576,5465.9
897,27.981704159,86.975801717,5462.5
898,27.980869516,86.975812137,5455.3
899,27.971270928,86.974980471,5491.3
900,27.962069437,86.971964302,6335.5
901,27.955290614,86.969356285,7261.0
902,27.949745314,86.970367151,6835.9
903,27.946345626,86.971306821,6640.6
904,27.945002003,86.971701612,6564.4
905,27.943056633,86.973487417,6508.8
906,27.938384765,86.976114444,6376.6
907,27.931929273,86.978200542,6151.8
908,27.927854268,86.978979862,6201.9
909,27.925507986,86.979177581,6212.1
910,27.923268362,86.978290437,6255.0
911,27.920723611,86.977253234,6227.9
912,27.920201097,86.975541382,6102.4
913,27.91958115,86.971449256,5655.1
914,27.919407911,86.970033338,5507.7
915,27.919370052,86.9667294,5343.9
916,27.919544404,86.962069646,5264.4
917,27.919876176,86.956450537,5233.5
918,27.919999376,86.95240128,5201.4
919,27.920689662,86.948206706,5284.6
920,27.922162394,86.943913634,5620.0
921,27.923459188,86.940621459,5839.6
922,27.923767952,86.93431349,5802.5
923,27.922515594,86.92155004,5127.1
924,27.923350907,86.910513364,5107.9
925,27.925274619,86.901324375,5399.8
926,27.924774532,86.894899159,5093.3
927,27.924708541,86.893685261,5060.3
928,27.925049024,86.885778858,5094.8
929,27.926355356,86.879578177,5501.3
930,27.926121902,86.877102919,5397.0
931,27.925971576,86.874535513,5285.6
932,27.925684175,86.871997071,5162.3
933,27.925238196,86.869006039,5095.4
934,27.925255266,86.866173481,5120.6
935,27.925306877,86.864553136,5168.4
936,27.925473623,86.863097158,5133.6
937,27.925780534,86.861275723,5232.0
938,27.926346693,86.859732025,5279.5
939,27.92630645,86.857580988,5282.2
940,27.926649909,86.85580978,5347.8
941,27.926739579,86.85401269,5370.4
942,27.926891865,86.851887161,5248.4
943,27.927018875,86.850396837,5245.5
944,27.93003136,86.850819077,5455.3
945,27.932380174,86.851753073,5452.5
946,27.933642295,86.852688513,5355.6
947,27.935163836,86.856245931,5262.2
948,27.935723141,86.859689786,5219.1
949,27.935756063,86.864193525,5179.7
950,27.935146887,86.868874838,5285.9
951,27.935141626,86.872008834,5412.2
952,27.934428784,86.877164943,5559.1
953,27.933177754,86.881629476,5331.7
954,27.932169114,86.885943387,5163.2
955,27.931669333,86.889008722,5111.0
956,27.931212731,86.892662818,5149.8
957,27.930929192,86.897543191,5249.2
958,27.930998295,86.901413467,5345.9
959,27.931069564,86.906282747,5646.0
960,27.929872516,86.913530433,5247.1
961,27.929808623,86.921885533,5188.2
962,27.93007167,86.928792594,5199.9
963,27.930562939,86.934133901,5506.2
964,27.930990086,86.937749357,5752.1
965,27.929087857,86.943434532,5411.7
966,27.928272048,86.949970094,5303.8
967,27.927180211,86.955283898,5271.7
968,27.926536697,86.958424512,5235.9
969,27.926546097,86.96166173,5323.4
970,27.92629545,86.965028888,5443.0
971,27.925478607,86.97110258,5505.9
972,27.925533532,86.97528059,5924.2
973,27.925563481,86.977359684,6106.8
974,27.925173843,86.980924292,6127.1
975,27.92484251,86.983376718,6089.2
976,27.924803845,86.984816218,6060.1
977,27.924975211,86.985780047,6056.2
978,27.92534711,86.986745289,6037.2
979,27.92613382,86.987934978,6017.5
980,27.927512828,86.989608526,5997.3
981,27.930257182,86.990630871,5952.5
982,27.935166103,86.989381272,5934.4
983,27.937785522,86.987041079,6156.1
984,27.939747729,86.983615059,6449.7
985,27.941154675,86.979713488,6759.0
986,27.940576443,86.976866379,6546.2
987,27.93968207,86.973601572,6255.5
988,27.93972936,86.971355142,6074.9
989,27.940092472,86.969044721,6068.7
990,27.940967312,86.965002366,6118.8
991,27.942374919,86.960108544,6372.3
992,27.94359972,86.95565701,6536.3
993,27.944234153,86.950489699,6525.8
994,27.945630427,86.946023045,6765.3
995,27.94515643,86.942008129,6453.9
996,27.94434705,86.936386103,5931.9
997,27.943795912,86.933512834,5736.8
998,27.94345307,86.930342684,5466.2
999,27.943391402,86.926590205,5387.4
1000,27.943507238,86.921841565,5347.2
1001,27.943837385,86.918511613,5435.3
1002,27.944680948,86.913825815,5781.4
1003,27.945049745,86.910347086,5870.5
1004,27.945858275,86.906020815,6101.4
1005,27.945145985,86.902307083,5692.8
1006,27.944751853,86.898904167,5511.5
1007,27.94441254,86.894067923,5368.0
1008,27.944201018,86.889960006,5294.3
1009,27.944146152,86.885450225,5342.5
1010,27.944259495,86.881994178,5386.5
1011,27.944277496,86.878565786,5665.1
1012,27.943957926,86.874368513,5531.2
1013,27.943506346,86.86931648,5335.1
1014,27.943344811,86.865652045,5285.0
1015,27.943268293,86.862059263,5276.3
1016,27.94350581,86.859740279,5308.1
1017,27.943594649,86.858665754,5362.3
1018,27.943701162,86.857614219,5427.5
1019,27.944390965,86.855357642,5594.5
1020,27.946826329,86.851572893,5728.5
1021,27.949011922,86.850021452,5644.9
1022,27.950443986,86.849733848,5639.0
1023,27.951478712,86.849708055,5660.9
1024,27.951795223,86.854631777,5515.6
1025,27.951540301,86.859207196,5466.6
1026,27.951475232,86.866347617,5374.9
1027,27.951778059,86.874316072,5668.4
1028,27.952624142,86.880350147,6206.8
1029,27.953254216,86.886966404,6364.4
1030,27.953407947,86.890812104,6384.7
1031,27.953196261,86.896230777,6587.5
1032,27.953879175,86.902432359,6912.5
1033,27.954016635,86.907674567,6530.6
1034,27.957031291,86.915851538,7317.4
1035,27.958914389,86.920850944,7695.6
1036,27.959272863,86.92321005,7885.6
1037,27.959673219,86.926190925,7781.8
1038,27.959788509,86.927886142,7849.9
1039,27.96020198,86.929909838,8116.9
1040,27.959760867,86.93257018,8160.4
1041,27.959157381,86.93555685,7897.8
1042,27.95915888,86.936645257,7827.8
1043,27.959191108,86.938277882,7821.4
1044,27.959431953,86.941498086,8047.0
1045,27.959051059,86.944307207,8172.9
1046,27.958477417,86.946828788,8020.1
1047,27.957345848,86.950247778,7820.2
1048,27.95632042,86.953983168,7704.2
1049,27.955840016,86.956280242,7609.6
1050,27.955313644,86.958853653,7490.6
1051,27.954713378,86.961327729,7483.1
1052,27.953696726,86.964959169,7399.7
1053,27.952498988,86.96811153,7104.3
1054,27.950952733,86.971252129,6953.3
1055,27.950432491,86.973000316,6980.0
1056,27.949682068,86.975923506,7061.9
1057,27.949316769,86.976804141,7078.4
1058,27.949073967,86.978441482,7139.4
1059,27.948668118,86.980261327,7234.3
1060,27.948914434,86.98175066,7346.6
1061,27.949946753,86.982553297,7385.1
1062,27.953081365,86.982835772,7117.2
1063,27.956701209,86.980630054,6526.3
1064,27.959802996,86.977319251,6403.8
1065,27.960954777,86.972254557,6413.9
1066,27.961184225,86.969228112,6496.5
1067,27.961196231,86.965737493,6631.5
1068,27.961293412,86.962120548,6762.6
1069,27.961511907,86.956963875,6956.8
1070,27.963138459,86.948746688,7329.2
1071,27.963887329,86.945278397,7569.2
1072,27.96550502,86.940909317,7511.9
1073,27.966908136,86.936221588,7776.5
1074,27.967995127,86.931368765,7973.5
1075,27.968506169,86.925702433,7600.5
1076,27.968517569,86.919834457,7218.5
1077,27.96803072,86.909493803,6715.2
1078,27.967831132,86.903005446,6807.7
1079,27.967344093,86.892332475,7385.5
1080,27.966389177,86.882199199,7349.7
1081,27.964033983,86.87271267,5764.2
1082,27.963558735,86.866606597,5576.4
1083,27.962569134,86.860864913,5552.7
1084,27.961996382,86.857515597,5650.1
1085,27.961632589,86.856234556,5716.9
1086,27.961291737,86.854994506,5767.9
1087,27.961144614,86.851915997,5910.7
1088,27.960577829,86.84877483,5611.3
1089,27.961437412,86.848354143,5653.6
1090,27.962353428,86.847642611,5586.4
1091,27.964358058,86.847901135,5491.9
1092,27.965204734,86.848366185,5525.9
1093,27.968145435,86.849719055,5543.2
1094,27.970308072,86.856005767,6191.5
1095,27.971602498,86.86610161,6554.2
1096,27.972793001,86.875820884,7455.9
1097,27.972786603,86.880751554,7114.1
1098,27.972625454,86.887500894,7310.7
1099,27.972519743,86.890652394,7171.8
1100,27.972958092,86.898057938,6684.0
1101,27.975238587,86.907940211,6580.4
1102,27.977292622,86.915209847,7000.2
1103,27.978721008,86.922005338,7721.5
1104,27.979811233,86.92786121,8118.5
1105,27.979753635,86.932857886,7994.4
1106,27.979058113,86.941986977,7213.1
1107,27.978606969,86.946188949,6797.9
1108,27.978173139,86.950008017,6466.0
1109,27.977274748,86.954254055,6249.2
1110,27.976666191,86.958432343,5708.9
1111,27.976406725,86.961430094,5630.3
1112,27.976380541,86.965367473,5522.1
1113,27.976390569,86.968515285,5476.0
1114,27.976223228,86.971602197,5463.0
1115,27.976053738,86.974449479,5452.9
1116,27.975897394,86.978982267,5435.4
1117,27.975934703,86.98232787,5439.3
1118,27.976170999,86.984711382,5427.1
1119,27.976193004,86.986622867,5427.9
1120,27.977041798,86.987809006,5423.3
1121,27.978105476,86.989471918,5415.7
1122,27.979415593,86.993496743,5399.4
1123,27.979859911,86.99514275,5418.1
1124,27.982148679,86.994915665,5387.1
1125,27.985241786,86.991547022,5390.3
1126,27.987049941,86.985791372,5393.9
1127,27.988056945,86.981890062,5412.8
1128,27.988832806,86.977089932,5463.9
1129,27.989181604,86.971837355,5481.9
1130,27.989345185,86.964701935,5624.5
1131,27.989163286,86.961081222,5843.3
1132,27.989066796,86.955000181,6431.4
1133,27.989150472,86.951102815,6777.9
1134,27.989005695,86.947635748,6967.0
1135,27.989034035,86.944074768,7208.3
1136,27.98904772,86.942200105,7309.7
1137,27.988900457,86.939363602,7492.9
1138,27.988768341,86.935884528,7700.3
1139,27.98865983,86.932449877,8043.8
1140,27.988362525,86.929325088,8317.5
1141,27.98840811,86.927993894,8476.1
1142,27.988274936,86.925833038,8691.7
1143,27.987876551,86.924386288,8699.8
1144,27.987369083,86.922350007,8446.0
1145,27.987004154,86.92006472,8087.8
1146,27.986338893,86.91642193,7739.6
1147,27.985756048,86.913991797,7458.3
1148,27.985424273,86.911748327,7215.2
1149,27.98483455,86.908107936,6922.0
1150,27.984222423,86.903935002,6631.9
1151,27.983069424,86.899997273,6482.7
1152,27.982820742,86.898826154,6427.5
1153,27.981597599,86.890708434,6280.5
1154,27.980520783,86.887490774,6256.1
1155,27.980497727,86.886556489,6227.2
1156,27.98024754,86.884240078,6252.9
1157,27.980240626,86.881549006,6276.9
1158,27.980272064,86.879169868,6408.2
1159,27.980162506,86.876725063,6556.5
1160,27.980075759,86.874364448,6549.8
1161,27.977858974,86.866359053,6250.0
1162,27.976471941,86.860335129,5892.8
1163,27.976268581,86.854480837,5398.4
1164,27.976628357,86.852938873,5329.5
1165,27.976982048,86.850915049,5267.0
1166,27.978203854,86.850079067,5242.1
1167,27.978826887,86.849809912,5237.7
1168,27.981326914,86.848974327,5215.4
1169,27.983215465,86.848447235,5204.1
1170,27.984914634,86.848469791,5203.8
1171,27.986947036,86.852235789,5520.3
1172,27.988121,86.861822507,5979.1
1173,27.988295621,86.870619755,6033.6
1174,27.988208366,86.878053682,6046.9
1175,27.988913836,86.885611775,6662.5
1176,27.990101038,86.891352273,6870.3
1177,27.991010253,86.895962884,7015.5
1178,27.992747095,86.9023496,7280.1
1179,27.994467119,86.909914614,7555.8
1180,27.996636111,86.923564287,7943.2
1181,27.997752034,86.933208168,8338.2
1182,27.998583994,86.939542827,7849.4
1183,27.999072864,86.947081172,7331.2
1184,27.99952997,86.951462896,7006.3
1185,27.999825472,86.957782801,6676.4
1186,27.999874299,86.960968031,6458.4
1187,27.999994733,86.968964033,6162.9
1188,27.999690358,86.975934847,5823.6
1189,27.999561607,86.981442053,5512.4
1190,27.999407255,86.985303986,5402.6
1191,27.998841497,86.989648965,5378.8
1192,27.998858189,86.990843601,5385.7
1193,27.998874898,86.992043979,5371.7
1194,27.998902289,86.993971291,5357.6
1195,27.999754933,86.994897953,5374.7
1196,28.000596887,86.995101393,5372.2
1197,28.005151252,86.991762447,5421.0
1198,28.006977672,86.987920239,5438.4
1199,28.007346894,86.984796459,5450.7
1200,28.007424045,86.979390683,5631.9
1201,28.007492094,86.973373251,5797.4
1202,28.007839376,86.969351746,5832.2
1203,28.007982928,86.965357463,5859.8
1204,28.007691094,86.957721682,6307.1
1205,28.00779691,86.95163155,7080.9
1206,28.008104731,86.943569387,7573.3
1207,28.008218964,86.936613462,7473.8
1208,28.008347242,86.932436095,7402.8
1209,28.008104249,86.927422621,7440.2
1210,28.007727685,86.924831497,7268.2
1211,28.006950793,86.921111026,7035.0
1212,28.006179802,86.916430521,6800.0
1213,28.005563373,86.912808662,6582.6
1214,28.004915611,86.910109032,6611.4
1215,28.004478439,86.907393796,6598.4
1216,28.003831463,86.904232047,6654.3
1217,28.003169963,86.899924748,6597.8
1218,28.002721837,86.897247049,6599.8
1219,28.002040467,86.892836068,6758.0
1220,28.001371446,86.889434541,6957.2
1221,28.001138905,86.886943035,6954.0
1222,28.001119752,86.885034028,6869.9
1223,28.001500372,86.881721855,6582.3
1224,28.001701128,86.879529128,6320.3
1225,28.002096163,86.875807448,5973.5
1226,28.002712447,86.871106983,5543.2
1227,28.003072753,86.86562024,5406.2
1228,28.00324052,86.862460169,5359.8
1229,28.003223775,86.861252492,5351.7
1230,28.003185494,86.858610578,5337.0
1231,28.003133478,86.855000378,5308.5
1232,28.00311296,86.853549332,5304.4
1233,28.003309653,86.852575516,5304.4
1234,28.005177011,86.851139749,5287.8
1235,28.006003474,86.850711372,5356.2
1236,28.007228227,86.849366503,5370.2
1237,28.009096701,86.848402465,5373.3
1238,28.010981409,86.849919758,5459.1
1239,28.013187786,86.854940378,5363.1
1240,28.013433474,86.860334993,5478.4
1241,28.013139121,86.86664038,5826.4
1242,28.012709483,86.874300689,6014.1
1243,28.012824932,86.879054526,5948.8
1244,28.013322052,86.883900265,5922.9
1245,28.013386367,86.888806426,5929.9
1246,28.013678275,86.896755505,6019.0
1247,28.015128281,86.906795319,6217.6
1248,28.016461088,86.917133044,6573.3
1249,28.017839861,86.931159146,6642.7
1250,28.018427006,86.939828503,6571.2
1251,28.018694341,86.945259813,6572.0
1252,28.018700104,86.953671036,6755.5
1253,28.018894137,86.958885194,6556.9
1254,28.018090611,86.966844665,6464.9
1255,28.017429408,86.977763461,5814.1
1256,28.015944461,86.985030685,5755.7
1257,28.015582282,86.990089094,5800.7
1258,28.015765597,86.994193221,5611.1
1259,28.016282267,86.997506953,5501.5
1260,28.017517549,86.99763427,5538.4
1261,28.0208336,86.990520315,5689.8
1262,28.021460093,86.985408978,5858.0
1263,28.022053766,86.980066307,5972.1
1264,28.022418659,86.972474865,6758.1
1265,28.023154441,86.967720598,6670.0
1266,28.02482574,86.960075614,6446.9
1267,28.025613987,86.952433706,6375.8
1268,28.026109017,86.946448054,6405.2
1269,28.02615548,86.939992913,6478.3
1270,28.025858724,86.936092898,6496.9
1271,28.024693852,86.927141258,6707.9
1272,28.022647836,86.918128634,7185.4
1273,28.021873676,86.911208645,7045.3
1274,28.021527555,86.906679579,6879.9
1275,28.021416842,86.901935291,6291.3
1276,28.021526381,86.896780045,5929.1
1277,28.021506612,86.892306555,5879.6
1278,28.021667922,86.888556853,5844.0
1279,28.021620409,86.884572786,5855.1
1280,28.021815089,86.878471145,5957.7
1281,28.02151196,86.872073439,6548.5
1282,28.022587538,86.863908361,5816.1
1283,28.022786717,86.86052738,5712.1
1284,28.022730739,86.858720602,5762.0
1285,28.022624024,86.85729066,5821.5
1286,28.01307704,86.881587988,5933.6
1287,28.008298862,86.883839215,6180.3
1288,28.001943883,86.887568078,6920.2
1289,27.999779876,86.889123751,7076.6
1290,27.997832351,86.890412132,7187.8
1291,27.996479269,86.891569872,7277.1
1292,27.993940009,86.892879643,7110.8
1293,27.991568347,86.893932113,6990.8
1294,27.988130917,86.894897358,6752.4
1295,27.982725683,86.895341927,6346.5
1296,27.977921935,86.895710838,6435.5
1297,27.974682654,86.896619521,6640.9
1298,27.972954233,86.898278637,6676.5
1299,27.971017856,86.902614558,6673.1
1300,27.969784475,86.910347825,6684.7
1301,27.968622749,86.916939026,7043.3
1302,27.967558465,86.923562797,7465.2
1303,27.966621847,86.930335593,7971.4
1304,27.965780599,86.935052904,7980.9
1305,27.963562244,86.938958415,7730.1
1306,27.960649328,86.944165211,8053.3
1307,27.95811149,86.94913967,7860.5
1308,27.957939397,86.950806934,7748.6
1309,27.960112702,86.952596439,7398.6
1310,27.963202072,86.953571477,6970.0
1311,27.976248196,86.950438686,6511.0
1312,27.981819541,86.947447405,6935.5
1313,27.984683425,86.945147663,7157.0
1314,27.988859436,86.941501512,7344.7
1315,27.99181336,86.938587857,7578.0
1316,27.994921936,86.934255342,8112.9
1317,27.996757162,86.929882884,8212.0
1318,27.996924447,86.928842658,8160.1
1319,27.998714472,86.922702743,7736.6
1320,27.99899927,86.915940084,7424.5
1321,27.998533887,86.910858843,7295.7
1322,27.996483986,86.904269673,7310.7
1323,27.995479305,86.902097149,7378.6
1324,27.990913115,86.901580847,7074.2
1325,27.986336262,86.905127119,6832.8
1326,27.980320584,86.90922937,6706.4
1327,27.974807047,86.912736214,6737.4
1328,27.971818808,86.915971113,6861.2
1329,27.970695592,86.920678552,7227.0
1330,27.971570466,86.92499146,7645.4
1331,27.973839237,86.930061752,7853.6
1332,27.977443994,86.933362718,7859.1
1333,27.981097834,86.933683224,7962.5
1334,27.983022434,86.932747188,8097.0
1335,27.986873238,86.929135466,8321.6
1336,27.988827628,86.925400517,8743.5
1337,27.98878009,86.923958315,8688.3
1338,27.988274378,86.921705971,8457.0
1339,27.986912662,86.918576984,7967.2
1340,27.984114976,86.916233226,7520.3
1341,27.980194696,86.915619239,7235.1
1342,27.976768771,86.916563714,7067.1
1343,27.974093371,86.918842808,7149.5
1344,27.972008134,86.925845206,7692.7
1345,27.97331623,86.93113496,7867.2
1346,27.978986649,86.933530752,7929.9
1347,27.982821422,86.933195896,8058.8
1348,27.983574857,86.9329663,8053.9
1349,27.991175401,86.929252203,8481.3
1350,27.992621817,86.926269917,8386.2
1351,27.993400497,86.921019832,8108.1
1352,27.99318391,86.91995804,8050.0
1353,27.992575226,86.917610132,8008.2
1354,27.989974366,86.913758295,7788.9
1355,27.982876508,86.916247895,7474.7
1356,27.979021058,86.920921103,7595.1
1357,27.978659297,86.925391274,7949.7
1358,27.981387264,86.930790315,8207.3
1359,27.986919332,86.933407409,7935.6
1360,27.99015069,86.933997625,7910.2
1361,27.992495522,86.929848504,8508.9
1362,27.992798822,86.926063465,8377.6
1363,27.991294292,86.923750728,8498.5
1364,27.987354898,86.922143596,8422.8
1365,27.985528851,86.922011489,8170.3
1366,27.984123182,86.923502192,8253.5
1367,27.983872775,86.92473292,8445.1
1368,27.984540991,86.926355602,8541.4
1369,27.986044885,86.926521332,8546.8
1370,27.987736327,86.925203011,8699.8
1371,27.988312572,86.922326285,8527.0
1372,27.987687996,86.921301603,8354.5
1373,27.983995521,86.924120523,8366.1
1374,27.984525339,86.925731203,8558.4
1375,27.986917555,86.928027742,8430.1
1376,27.989913628,86.927302501,8657.3
1377,27.992746559,86.923757129,8369.6
1378,27.994824926,86.917997093,7827.5
1379,27.992924792,86.909305397,7619.6
1380,27.990808373,86.904993655,7160.9
1381,27.984117658,86.900475174,6570.7
1382,27.976048827,86.901275329,6490.6
1383,27.968732763,86.906303689,6708.4
1384,27.964866689,86.916797178,7184.6
1385,27.964802034,86.918132676,7266.4
1386,27.965903314,86.930335189,8022.5
1387,27.971008565,86.939556777,7323.3
1388,27.980069428,86.941924332,7227.1
1389,27.997831605,86.941046125,7636.4
1390,28.001346402,86.934344323,8122.7
1391,28.00222891,86.925927848,7628.2
1392,28.001386688,86.919415809,7351.2
1393,28.001180564,86.918538774,7343.5
1394,27.996305644,86.905173734,7337.1
1395,27.994061014,86.898588048,7354.4
1396,27.976990436,86.890449463,6618.8
1397,27.963660032,86.890607709,7597.0
1398,27.960055641,86.890159075,7122.5
1399,27.939773401,86.892068972,5177.9
1400,27.93303019,86.897738331,5260.1
1401,27.929971137,86.907232858,5537.8
1402,27.928862058,86.917359525,5144.3
1403,27.928858304,86.918794888,5149.8
1404,27.941605935,86.935882714,5789.9
1405,27.955349037,86.936813961,7271.7
1406,27.974313717,86.92813655,7795.5
1407,27.977285909,86.923536553,7758.5
1408,27.977467743,86.914757257,6974.1
1409,27.97643844,86.909043735,6574.4
1410,27.972369991,86.89942024,6672.6
1411,27.96938504,86.897390408,6887.0
1412,27.964196568,86.900453871,7246.2
1413,27.957895943,86.907609065,6951.7
1414,27.955315918,86.912668609,6633.0
1415,27.955356134,86.914023499,6665.7
1416,27.958336878,86.91341744,7325.4
1417,27.960664004,86.907236876,7187.4
1418,27.959721542,86.896383943,7333.1
1419,27.956092239,86.885263613,6609.8
1420,27.964316947,86.896367652,7406.4
1421,27.968059803,86.892048488,7328.0
1422,27.967564811,86.885842444,7740.9
1423,27.960655466,86.883057799,6732.6
1424,27.95719144,86.885766136,6689.0
1425,27.958097251,86.888592219,6948.4
1426,27.968398828,86.887607389,7677.8
1427,27.970946953,86.883296562,7560.4
1428,27.971114543,86.878802666,7490.1
1429,27.965925973,86.873004711,5990.1
1430,27.959322713,86.876074747,5752.9
1431,27.960733985,86.888520184,7078.5
1432,27.970696409,86.887342454,7538.3
1433,27.972964636,86.880724148,7063.1
1434,27.969369904,86.86979996,6422.6
1435,27.960813183,86.86498618,5610.0
1436,27.954362888,86.870203181,5428.9
1437,27.961403444,86.872349648,5658.4
1438,27.970088821,86.862830836,6467.8
1439,27.969771302,86.854168843,6085.8
1440,27.966117386,86.849883593,5573.5
1441,27.95081454,86.864924759,5360.7
1442,27.952272869,86.870946652,5396.7
1443,27.959250133,86.867415323,5508.2
1444,27.955006198,86.869974855,5442.7
1445,27.953772692,86.871420017,5453.8
