time,o,h,l,c,vol
1522897200000.0,7408.5,7420.0,6686.5,6779.0,3371330612.0
1522983600000.0,6779.0,6935.0,6555.0,6769.5,3283289247.0
1523070000000.0,6769.5,6875.0,6479.5,6612.0,2256699483.0
1523156400000.0,6612.0,7058.5,6608.0,6900.5,1935569407.0
1523242800000.0,6900.5,7137.0,6885.0,7014.0,1602230571.0
1523329200000.0,7014.0,7177.5,6600.0,6763.0,2772773920.0
1523415600000.0,6763.0,6888.0,6620.0,6824.0,1765375582.0
1523502000000.0,6824.0,6959.0,6802.0,6933.5,1428141027.0
1523588400000.0,6933.5,8149.0,6688.0,7904.5,3364142710.0
1523674800000.0,7904.5,8227.0,7754.0,7887.5,3478152695.0
1523761200000.0,7887.5,8195.0,7835.0,8000.0,2357357570.0
1523847600000.0,8000.0,8428.5,8000.0,8346.5,2043519004.0
1523934000000.0,8346.5,8420.0,7910.0,8047.0,2834140820.0
1524020400000.0,8047.0,8179.0,7800.5,7889.5,2154592030.0
1524106800000.0,7889.5,8262.0,7857.0,8177.0,1900890471.0
1524193200000.0,8177.0,8300.0,8068.5,8266.0,1911752679.0
1524279600000.0,8266.0,8974.0,8215.0,8847.0,3018131037.0
1524366000000.0,8847.0,9050.5,8651.0,8923.5,3074828221.0
1524452400000.0,8923.5,9020.0,8739.0,8800.0,2644757064.0
1524538800000.0,8800.0,9005.0,8780.0,8943.0,2135080245.0
1524625200000.0,8943.0,9780.0,8939.5,9675.0,4135964861.0
1524711600000.0,9675.0,9765.5,8711.0,8846.5,5812260809.0
1524798000000.0,8846.5,9327.0,8611.0,9288.0,3628323166.0
1524884400000.0,9288.0,9384.5,8910.0,8928.0,2858560602.0
1524970800000.0,8928.0,9450.0,8852.0,9343.5,2857265463.0
1525057200000.0,9343.5,9540.0,9192.0,9400.5,2283372166.0
1525143600000.0,9400.5,9457.0,9123.0,9250.0,2370798272.0
1525230000000.0,9250.0,9253.5,8800.5,9066.0,2581286454.0
1525316400000.0,9066.0,9258.0,8974.5,9216.0,1979596355.0
1525402800000.0,9216.0,9852.0,9167.5,9741.5,3062952316.0
1525489200000.0,9741.5,9778.0,9351.0,9683.0,2686795243.0
1525575600000.0,9683.0,9970.0,9671.5,9828.5,2448922057.0
1525662000000.0,9828.5,9936.0,9416.0,9600.5,2905667236.0
1525748400000.0,9600.5,9618.0,9170.0,9359.5,3094401138.0
1525834800000.0,9359.5,9449.0,9002.0,9190.5,2521604621.0
1525921200000.0,9190.5,9345.0,8966.0,9305.5,2209067325.0
1526007600000.0,9305.5,9399.0,9001.0,9027.5,2312772193.0
1526094000000.0,9027.5,9027.5,8337.0,8413.0,4076886927.0
1526180400000.0,8413.0,8634.5,8225.0,8477.0,3743678488.0
1526266800000.0,8477.0,8758.0,8336.0,8693.5,2489733333.0
1526353200000.0,8693.5,8882.5,8282.5,8678.0,3328000880.0
1526439600000.0,8678.0,8849.0,8417.5,8476.5,2518801102.0
1526526000000.0,8476.5,8497.0,8080.0,8334.5,3019083310.0
1526612400000.0,8334.5,8481.0,7945.0,8058.5,2062998531.0
1526698800000.0,8058.5,8273.5,7920.0,8233.0,1913268873.0
1526785200000.0,8233.0,8400.0,8152.0,8230.0,1389157000.0
1526871600000.0,8230.0,8610.0,8174.5,8521.5,1688325934.0
1526958000000.0,8521.5,8594.5,8320.0,8397.0,1822218966.0
1527044400000.0,8397.0,8407.0,7950.0,7989.0,2605511682.0
1527130800000.0,7989.0,8028.5,7430.5,7506.0,4239365202.0
1527217200000.0,7506.0,7740.0,7256.0,7568.0,3643462743.0
1527303600000.0,7568.0,7664.0,7320.0,7464.5,2525291252.0
1527390000000.0,7464.5,7648.0,7261.5,7323.0,1583298168.0
1527476400000.0,7323.0,7400.0,7189.0,7336.5,1587861768.0
1527562800000.0,7336.5,7450.0,7080.5,7111.0,2096061721.0
1527649200000.0,7111.0,7569.0,7060.0,7469.0,2522014329.0
1527735600000.0,7469.0,7559.0,7272.0,7372.0,2266843464.0
1527822000000.0,7372.0,7625.0,7330.0,7485.5,2095602599.0
1527908400000.0,7485.5,7618.0,7333.0,7513.0,2065583965.0
1527994800000.0,7513.0,7727.0,7444.0,7631.0,1629728766.0
1528081200000.0,7631.0,7798.0,7575.0,7709.0,1458487437.0
1528167600000.0,7709.0,7760.0,7451.5,7492.0,2107702433.0
1528254000000.0,7492.0,7670.0,7344.0,7622.5,2413959593.0
1528340400000.0,7622.5,7700.0,7478.0,7657.0,2123556560.0
1528426800000.0,7657.0,7755.0,7630.0,7689.0,1649493436.0
1528513200000.0,7689.0,7696.5,7540.0,7625.0,1535801096.0
1528599600000.0,7625.0,7700.0,7436.0,7492.0,1314148739.0
1528686000000.0,7492.0,7492.5,6610.0,6767.0,4350581769.0
1528772400000.0,6767.0,6937.5,6620.0,6870.5,2583772362.0
1528858800000.0,6870.5,6871.0,6433.0,6553.5,2509548091.0
1528945200000.0,6553.5,6633.0,6097.0,6296.5,3466847461.0
1529031600000.0,6296.5,6718.0,6268.0,6631.0,3294127294.0
1529118000000.0,6631.0,6680.0,6355.0,6395.0,2138404894.0
1529204400000.0,6395.0,6600.5,6312.0,6488.5,1623676078.0
1529290800000.0,6488.5,6580.5,6425.0,6443.0,1130284891.0
1529377200000.0,6443.0,6800.0,6374.5,6706.5,1824293086.0
1529463600000.0,6706.5,6838.0,6651.0,6731.5,1571751049.0
1529550000000.0,6731.5,6823.0,6552.5,6750.0,2096211966.0
1529636400000.0,6750.0,6789.0,6671.0,6710.5,1379875457.0
1529722800000.0,6710.5,6728.0,5900.5,6048.5,4251305189.0
1529809200000.0,6048.5,6270.5,6033.5,6165.0,1880458657.0
1529895600000.0,6165.0,6347.0,5743.0,6150.0,3401207273.0
1529982000000.0,6150.0,6350.0,6061.0,6251.5,2113153648.0
1530068400000.0,6251.5,6280.5,6044.0,6074.0,1816573704.0
1530154800000.0,6074.0,6178.0,5980.0,6129.0,1725329775.0
1530241200000.0,6129.0,6154.5,5820.0,5844.5,1878641954.0
1530327600000.0,5844.5,6333.0,5778.0,6205.5,2322980304.0
1530414000000.0,6205.5,6570.0,6190.0,6383.5,1828580066.0
1530500400000.0,6383.5,6432.0,6255.0,6346.0,1334552363.0
1530586800000.0,6346.0,6675.0,6268.0,6610.0,1908182354.0
1530673200000.0,6610.0,6670.0,6463.5,6505.5,1803542193.0
1530759600000.0,6505.5,6820.0,6412.0,6582.0,2310207797.0
1530846000000.0,6582.0,6730.0,6429.0,6526.5,2647394794.0
1530932400000.0,6526.5,6650.0,6453.0,6599.5,1742814039.0
1531018800000.0,6599.5,6868.0,6503.0,6756.5,1559327485.0
1531105200000.0,6756.5,6774.5,6670.0,6701.0,1137205977.0
1531191600000.0,6701.0,6841.0,6626.0,6668.0,1664819307.0
1531278000000.0,6668.0,6678.0,6260.0,6304.0,2705577791.0
1531364400000.0,6304.0,6399.5,6277.0,6371.0,1767112110.0
1531450800000.0,6371.0,6371.0,6065.0,6246.5,2380315491.0
1531537200000.0,6246.5,6350.0,6111.0,6213.0,1778981873.0
1531623600000.0,6213.0,6320.0,6181.5,6245.5,1342839848.0
1531710000000.0,6245.5,6392.0,6231.0,6347.5,1314694866.0
1531796400000.0,6347.5,6738.0,6338.0,6719.5,2959875907.0
1531882800000.0,6719.5,7470.0,6659.5,7318.5,4090279858.0
1531969200000.0,7318.5,7600.0,7230.0,7384.0,4930792781.0
1532055600000.0,7384.0,7584.0,7284.0,7466.5,3254160878.0
1532142000000.0,7466.5,7715.0,7270.5,7333.0,4059000217.0
1532228400000.0,7333.0,7450.0,7209.5,7401.0,2078516076.0
1532314800000.0,7401.0,7590.0,7321.0,7391.5,2954588627.0
1532401200000.0,7391.5,7799.0,7376.0,7720.0,4401153931.0
1532487600000.0,7720.0,8478.0,7694.5,8391.0,7560074951.0
1532574000000.0,8391.0,8487.0,8056.0,8177.0,5858003803.0
1532660400000.0,8177.0,8319.5,7850.0,7922.0,4797481739.0
1532746800000.0,7922.0,8280.0,7791.0,8190.0,4714351308.0
1532833200000.0,8190.0,8249.5,8075.0,8229.5,2339162545.0
1532919600000.0,8229.5,8302.5,8122.0,8219.0,2694502222.0
1533006000000.0,8219.0,8281.5,7842.0,8174.5,5063640019.0
1533092400000.0,8174.5,8174.5,7625.0,7727.0,5811273710.0
1533178800000.0,7727.0,7757.5,7430.0,7604.5,4456770573.0
1533265200000.0,7604.5,7717.5,7455.5,7539.5,3227088342.0
1533351600000.0,7539.5,7540.0,7292.5,7411.0,4146372123.0
1533438000000.0,7411.0,7487.0,6881.0,7005.5,3524525987.0
1533524400000.0,7005.5,7094.0,6870.5,7019.5,2878841101.0
1533610800000.0,7019.5,7180.0,6835.0,6931.5,3539203955.0
1533697200000.0,6931.5,7144.0,6646.0,6711.5,4550047067.0
1533783600000.0,6711.5,6712.0,6100.0,6274.0,5593069624.0
1533870000000.0,6274.0,6640.0,6182.0,6536.0,3889886150.0
1533956400000.0,6536.0,6578.5,5971.0,6138.0,4436831128.0
1534042800000.0,6138.0,6503.0,5970.0,6241.0,3038561351.0
1534129200000.0,6241.0,6499.0,6166.0,6308.5,2604144385.0
1534215600000.0,6308.5,6550.0,6134.0,6245.5,3003407756.0
1534302000000.0,6245.5,6250.0,5860.0,6193.5,4419829799.0
1534388400000.0,6193.5,6641.0,6182.0,6266.5,5404958496.0
1534474800000.0,6266.5,6483.0,6206.0,6305.5,3766769335.0
1534561200000.0,6305.5,6589.0,6285.0,6578.5,3534214700.0
1534647600000.0,6578.5,6617.0,6280.0,6394.0,2440423115.0
1534734000000.0,6394.0,6562.0,6305.5,6487.0,2283077876.0
1534820400000.0,6487.0,6523.0,6210.0,6253.5,2948442122.0
1534906800000.0,6253.5,6503.0,6231.5,6467.0,2929312061.0
1534993200000.0,6467.0,7148.0,6231.5,6352.0,4117998981.0
1535079600000.0,6352.0,6578.0,6339.0,6521.0,2262714475.0
1535166000000.0,6521.0,6736.0,6435.0,6685.5,2556547595.0
1535252400000.0,6685.5,6797.5,6665.5,6727.5,2157660895.0
1535338800000.0,6727.5,6779.5,6570.5,6701.5,2457480015.0
1535425200000.0,6701.5,6973.0,6645.5,6906.0,2481684071.0
1535511600000.0,6906.0,7133.0,6862.0,7076.5,3353816462.0
1535598000000.0,7076.5,7120.0,6870.0,7032.5,2782958037.0
1535684400000.0,7032.5,7055.5,6782.5,6977.0,3729305115.0
1535770800000.0,6977.0,7087.0,6880.0,7017.0,2937116125.0
1535857200000.0,7017.0,7298.0,7016.0,7196.5,2539940934.0
1535943600000.0,7196.5,7350.0,7138.0,7295.0,3429838907.0
1536030000000.0,7295.0,7349.5,7180.0,7259.5,2589505781.0
1536116400000.0,7259.5,7440.0,7235.5,7355.0,2638019686.0
1536202800000.0,7355.0,7387.0,6633.5,6689.0,4657038172.0
1536289200000.0,6689.0,6709.0,6181.0,6487.0,4459083786.0
1536375600000.0,6487.0,6523.0,6323.5,6398.0,2831018719.0
1536462000000.0,6398.0,6468.0,6100.0,6180.5,2169153899.0
1536548400000.0,6180.5,6483.5,6140.0,6240.0,1849595765.0
1536634800000.0,6240.0,6385.0,6223.0,6300.0,1952781855.0
1536721200000.0,6300.0,6434.5,6140.0,6278.5,2208501033.0
1536807600000.0,6278.5,6345.5,6181.0,6322.0,1947768858.0
1536894000000.0,6322.0,6530.0,6321.5,6487.5,2595041422.0
1536980400000.0,6487.5,6585.0,6350.0,6478.0,2451976268.0
1537066800000.0,6478.0,6568.0,6463.5,6515.5,1215015008.0
1537153200000.0,6515.5,6516.5,6330.5,6493.0,1285741467.0
1537239600000.0,6493.0,6528.5,6201.0,6247.0,2605439205.0
1537326000000.0,6247.0,6380.5,6226.5,6328.5,1771973276.0
1537412400000.0,6328.5,6580.0,6066.0,6384.5,2821848926.0
1537498800000.0,6384.5,6520.0,6336.5,6482.0,1616025470.0
1537585200000.0,6482.0,6778.0,6481.5,6746.5,2536239642.0
1537671600000.0,6746.5,6830.0,6626.0,6709.0,1610847589.0
1537758000000.0,6709.0,6779.0,6653.0,6703.0,1017080580.0
1537844400000.0,6703.0,6720.0,6555.0,6578.5,1650008148.0
1537930800000.0,6578.5,6578.5,6311.5,6429.0,2725467770.0
1538017200000.0,6429.0,6540.0,6377.0,6452.5,1803487065.0
1538103600000.0,6452.5,6759.0,6435.0,6685.5,1928470339.0
1538190000000.0,6685.5,6789.0,6521.0,6620.0,2927994334.0
1538276400000.0,6620.0,6620.5,6438.0,6581.5,1716887274.0
1538362800000.0,6581.5,6642.5,6515.0,6598.5,1193407992.0
1538449200000.0,6598.5,6636.0,6466.0,6571.0,1637337327.0
1538535600000.0,6571.0,6590.0,6444.5,6502.5,1402030836.0
1538622000000.0,6502.5,6509.5,6394.0,6465.0,1540804688.0
1538708400000.0,6465.0,6620.0,6459.0,6553.0,1667871595.0
1538794800000.0,6553.0,6658.5,6522.0,6582.0,1156201039.0
1538881200000.0,6582.0,6592.5,6531.5,6552.0,578198553.0
1538967600000.0,6552.0,6599.0,6488.0,6571.0,683158128.0
1539054000000.0,6571.0,6669.0,6550.5,6607.5,1256335274.0
1539140400000.0,6607.5,6614.5,6563.0,6591.0,772207701.0
1539226800000.0,6591.0,6591.5,6452.0,6530.0,1500208025.0
1539313200000.0,6530.0,6530.5,6005.0,6154.5,3393156568.0
1539399600000.0,6154.5,6233.5,6100.0,6182.5,1140618977.0
1539486000000.0,6182.5,6212.5,6166.0,6193.5,565325381.0
1539572400000.0,6193.5,6300.0,6142.0,6181.5,1003003304.0
1539658800000.0,6181.5,6818.0,6147.0,6436.5,3808169212.0
1539745200000.0,6436.5,6497.5,6383.0,6456.0,1347675108.0
1539831600000.0,6456.0,6458.0,6409.0,6438.5,710975400.0
1539918000000.0,6438.5,6488.0,6350.0,6394.5,1113414516.0
1540004400000.0,6394.5,6405.0,6366.0,6384.0,620702624.0
1540090800000.0,6384.0,6425.0,6367.0,6407.5,468491105.0
1540177200000.0,6407.5,6465.0,6405.5,6413.0,604132354.0
1540263600000.0,6413.0,6426.0,6369.0,6412.5,687226047.0
1540350000000.0,6412.5,6415.5,6360.0,6395.0,651666576.0
1540436400000.0,6395.0,6490.0,6394.5,6412.5,835272558.0
1540522800000.0,6412.5,6419.0,6368.0,6393.5,755916346.0
1540609200000.0,6393.5,6468.0,6386.5,6406.5,773455031.0
1540695600000.0,6406.5,6419.0,6395.5,6407.0,320256569.0
1540782000000.0,6407.0,6449.0,6382.5,6408.0,382180051.0
1540868400000.0,6408.0,6415.5,6209.0,6266.5,1481206621.0
1540954800000.0,6266.5,6294.0,6255.0,6272.0,621247379.0
1541041200000.0,6272.0,6345.0,6210.0,6307.0,1038552067.0
1541127600000.0,6307.0,6370.0,6302.0,6337.0,527664071.0
1541214000000.0,6337.0,6387.0,6328.0,6346.0,779817385.0
1541300400000.0,6346.0,6348.5,6316.5,6332.5,418518243.0
1541383200000.0,6332.5,6471.0,6322.5,6427.5,1079190784.0
1541469600000.0,6427.5,6445.5,6380.0,6404.0,680611418.0
1541556000000.0,6404.0,6460.0,6387.0,6450.5,1009689725.0
1541642400000.0,6450.5,6568.0,6434.5,6510.5,1199489873.0
1541728800000.0,6510.5,6524.0,6372.5,6414.0,1340385486.0
1541815200000.0,6414.0,6420.5,6310.0,6338.5,1238135158.0
1541901600000.0,6338.5,6379.0,6334.5,6353.5,463914785.0
1541988000000.0,6353.5,6380.0,6260.0,6361.0,769461393.0
1542074400000.0,6361.0,6406.0,6305.5,6337.5,976781774.0
1542160800000.0,6337.5,6338.0,6235.0,6249.0,1366233784.0
1542247200000.0,6249.0,6296.0,5231.0,5586.0,5165120528.0
1542333600000.0,5586.0,5639.5,5181.0,5581.0,3649588056.0
1542420000000.0,5581.0,5619.0,5406.0,5511.0,1716661902.0
1542506400000.0,5511.0,5557.0,5450.5,5501.5,854000974.0
1542592800000.0,5501.5,5690.0,5501.5,5556.0,935728658.0
1542679200000.0,5556.0,5557.0,4665.0,4743.0,5232596594.0
1542765600000.0,4743.0,4897.0,4010.0,4348.5,6489034529.0
1542852000000.0,4348.5,4654.0,4229.0,4537.0,3428477052.0
1542938400000.0,4537.0,4598.0,4235.5,4266.5,1921804140.0
1543024800000.0,4266.5,4382.0,4068.0,4283.0,2602831127.0
1543111200000.0,4283.0,4378.0,3627.0,3768.5,2444429081.0
1543197600000.0,3768.5,4120.0,3430.0,3930.5,3937118449.0
1543284000000.0,3930.5,4080.0,3492.0,3724.5,3724730922.0
1543370400000.0,3724.5,3837.0,3563.5,3769.0,2530263160.0
1543456800000.0,3769.0,4357.0,3768.5,4219.0,3147203385.0
1543543200000.0,4219.0,4423.0,4085.0,4242.0,2592414278.0
1543629600000.0,4242.0,4299.0,3860.0,3972.0,2584621533.0
1543716000000.0,3972.0,4266.0,3903.5,4136.5,1640007226.0
1543802400000.0,4136.5,4270.0,4025.0,4096.5,1787717143.0
1543888800000.0,4096.5,4118.5,3729.5,3829.5,1946677836.0
1543975200000.0,3829.5,4042.0,3730.0,3902.0,1935438543.0
1544061600000.0,3902.0,3917.0,3655.0,3695.5,1775227694.0
1544148000000.0,3695.5,3843.0,3400.0,3430.5,2752500328.0
1544234400000.0,3430.5,3542.0,3200.0,3369.0,2747024120.0
1544320800000.0,3369.0,3500.0,3246.0,3397.0,1640637903.0
1544407200000.0,3397.0,3630.0,3370.5,3526.5,1456049836.0
1544493600000.0,3526.5,3596.0,3350.0,3406.0,1601488752.0
1544580000000.0,3406.0,3422.0,3281.5,3344.0,1214572434.0
1544666400000.0,3344.0,3493.5,3321.5,3431.5,1211426170.0
1544752800000.0,3431.5,3439.0,3217.5,3257.5,1424966157.0
1544839200000.0,3257.5,3300.0,3134.5,3193.0,1536196893.0
1544925600000.0,3193.0,3226.0,3121.0,3183.0,1009582711.0
1545012000000.0,3183.0,3260.0,3177.0,3189.5,1025712865.0
1545098400000.0,3189.5,3590.0,3178.0,3495.5,2156458993.0
1545184800000.0,3495.5,3690.0,3435.0,3665.0,2155901030.0
1545271200000.0,3665.0,3916.5,3641.0,3680.0,3567541648.0
1545357600000.0,3680.0,4174.0,3654.5,4069.0,3971091014.0
1545444000000.0,4069.0,4168.0,3770.0,3841.0,3040224454.0
1545530400000.0,3841.0,4007.0,3783.5,3981.0,1679000836.0
1545616800000.0,3981.0,4055.0,3903.0,3944.0,1492831124.0
1545703200000.0,3944.0,4241.0,3943.5,4033.5,2193196042.0
1545789600000.0,4033.5,4043.0,3670.5,3777.0,1991914841.0
1545876000000.0,3777.0,3868.0,3683.0,3806.5,1419107616.0
1545962400000.0,3806.5,3842.0,3565.0,3588.0,1386767145.0
1546048800000.0,3588.0,3960.0,3568.0,3889.5,1542324018.0
1546135200000.0,3889.5,3944.0,3650.0,3712.0,1267439193.0
1546221600000.0,3712.0,3898.5,3671.0,3830.5,1225535573.0
1546308000000.0,3830.5,3839.5,3615.0,3693.0,976475574.0
1546394400000.0,3693.0,3870.0,3630.5,3824.0,902868031.0
1546480800000.0,3824.0,3918.0,3762.0,3888.0,1074586398.0
1546567200000.0,3888.0,3891.0,3748.0,3784.0,880837736.0
1546653600000.0,3784.0,3850.0,3721.5,3817.0,907202598.0
1546740000000.0,3817.0,3879.0,3767.0,3794.5,742213108.0
1546826400000.0,3794.5,4082.0,3750.0,4039.0,1072137901.0
1546912800000.0,4039.0,4074.0,3970.0,4005.0,950704483.0
1546999200000.0,4005.0,4130.0,3937.0,3995.5,1297065278.0
1547085600000.0,3995.5,4045.0,3959.5,4001.0,900335908.0
1547172000000.0,4001.0,4036.0,3512.0,3622.0,1648035760.0
1547258400000.0,3622.0,3698.0,3561.5,3631.5,1011606061.0
1547344800000.0,3631.5,3652.0,3550.0,3613.0,545041398.0
1547431200000.0,3613.0,3638.0,3479.0,3513.0,800495107.0
1547517600000.0,3513.0,3718.0,3506.5,3663.0,938603871.0
1547604000000.0,3663.0,3684.0,3535.0,3574.5,822695898.0
1547690400000.0,3574.5,3664.0,3568.0,3607.5,860220650.0
1547776800000.0,3607.5,3660.0,3540.0,3637.0,943447538.0
1547863200000.0,3637.0,3639.5,3571.5,3606.0,656428321.0
1547949600000.0,3606.0,3784.5,3605.0,3681.5,745711298.0
1548036000000.0,3681.5,3700.0,3450.0,3535.0,1016540362.0
1548122400000.0,3535.0,3575.0,3474.5,3529.5,763124348.0
1548208800000.0,3529.5,3608.5,3405.0,3578.0,1148206703.0
1548295200000.0,3578.0,3617.5,3522.0,3551.0,904277332.0
1548381600000.0,3551.0,3590.0,3526.5,3568.0,721324540.0
1548468000000.0,3568.0,3577.0,3501.0,3560.5,770190679.0
1548554400000.0,3560.5,3672.5,3530.0,3554.5,824768395.0
1548640800000.0,3554.5,3558.5,3462.5,3527.5,791531675.0
1548727200000.0,3527.5,3530.0,3370.0,3428.0,1600983915.0
1548813600000.0,3428.0,3435.5,3343.0,3391.0,995168687.0
1548900000000.0,3391.0,3460.0,3372.5,3434.0,930964392.0
1548986400000.0,3434.0,3473.0,3392.5,3413.5,743028351.0
1549072800000.0,3413.5,3460.0,3374.5,3435.5,879858333.0
1549159200000.0,3435.5,3484.5,3414.0,3464.0,728919652.0
1549245600000.0,3464.0,3470.5,3382.5,3414.0,763280076.0
1549332000000.0,3414.0,3435.0,3394.0,3406.5,554983495.0
1549418400000.0,3406.5,3430.0,3396.0,3428.5,435570729.0
1549504800000.0,3428.5,3446.0,3330.0,3365.5,929931861.0
1549591200000.0,3365.5,3378.5,3350.5,3357.0,333273271.0
1549677600000.0,3357.0,3728.0,3341.0,3626.0,1755549256.0
1549764000000.0,3626.0,3642.5,3595.0,3626.0,664676512.0
1549850400000.0,3626.0,3660.0,3575.0,3648.0,732314688.0
1549936800000.0,3648.0,3652.5,3575.5,3591.0,744728832.0
1550023200000.0,3591.0,3618.0,3550.0,3587.5,870328982.0
1550109600000.0,3587.5,3632.0,3562.5,3577.0,649214457.0
1550196000000.0,3577.0,3590.0,3533.0,3560.0,591406772.0
1550282400000.0,3560.0,3615.0,3536.5,3565.0,728403854.0
1550372400000.0,3565.0,3609.5,3564.0,3579.5,627259315.0
1550458800000.0,3579.5,3680.0,3553.0,3623.5,1019233948.0
1550545200000.0,3623.5,3919.0,3615.0,3867.5,2873418963.0
1550631600000.0,3867.5,3972.0,3838.0,3888.0,2058087199.0
1550718000000.0,3888.0,3958.0,3868.5,3938.5,1248217490.0
1550804400000.0,3938.5,3995.0,3863.0,3897.5,1211912456.0
1550890800000.0,3897.5,3957.0,3886.5,3938.5,1028224433.0
1550977200000.0,3938.5,4157.5,3906.5,4111.5,1754842139.0
1551063600000.0,4111.5,4190.0,3702.0,3733.5,2458966881.0
1551150000000.0,3733.5,3854.5,3730.0,3818.0,1181271511.0
1551236400000.0,3818.0,3826.0,3750.0,3797.0,868952398.0
1551322800000.0,3797.0,3821.5,3640.0,3798.0,1160849783.0
1551409200000.0,3798.0,3895.0,3741.0,3788.0,1171406068.0
1551495600000.0,3788.0,3839.0,3784.5,3802.0,565492632.0
1551582000000.0,3802.0,3819.0,3754.0,3808.0,540450028.0
1551668400000.0,3808.0,3816.5,3757.0,3785.5,504059676.0
1551754800000.0,3785.5,3804.5,3669.0,3698.5,1237930792.0
1551841200000.0,3698.5,3880.0,3691.0,3846.5,1424807550.0
1551927600000.0,3846.5,3901.0,3810.5,3849.0,856845523.0
1552014000000.0,3849.0,3889.0,3828.0,3854.0,1037324028.0
1552100400000.0,3854.0,3913.5,3742.5,3840.0,1197247739.0
1552186800000.0,3840.0,3943.0,3831.5,3916.0,1263671482.0
1552273200000.0,3916.0,3916.0,3860.0,3897.5,583852214.0
1552359600000.0,3897.5,3912.5,3806.0,3845.0,943232476.0
1552446000000.0,3845.0,3874.0,3793.5,3857.5,975781570.0
1552532400000.0,3857.5,3872.5,3825.0,3849.5,651939565.0
1552618800000.0,3849.5,3906.0,3750.0,3855.0,835215034.0
1552705200000.0,3855.0,3903.5,3840.5,3897.0,754035503.0
1552791600000.0,3897.0,4038.0,3896.0,3986.0,1344503429.0
1552878000000.0,3986.0,3987.5,3926.0,3962.0,680719566.0
1552964400000.0,3962.0,4014.5,3928.0,3969.0,976963412.0
1553050800000.0,3969.0,4012.0,3945.0,3997.0,869685179.0
1553137200000.0,3997.0,4048.5,3952.5,4029.5,1114612306.0
1553223600000.0,4029.5,4067.5,3914.5,3969.0,1446482112.0
1553310000000.0,3969.0,3999.0,3958.0,3981.0,596252650.0
1553396400000.0,3981.0,3999.0,3952.0,3979.5,575838849.0
1553482800000.0,3979.5,3979.5,3937.0,3966.5,460394105.0
1553569200000.0,3966.5,3972.5,3859.5,3903.5,1049445895.0
1553655600000.0,3903.5,3920.0,3881.5,3915.5,628735149.0
1553742000000.0,3915.5,4041.0,3910.0,4025.5,1339386470.0
1553828400000.0,4025.5,4026.0,3991.0,4009.0,563612950.0
1553914800000.0,4009.0,4097.5,4002.0,4086.0,1564265726.0
1554001200000.0,4086.0,4129.0,4021.0,4088.0,1050240961.0
1554087600000.0,4088.0,4098.0,4074.0,4091.0,404465604.0
1554174000000.0,4091.0,4144.5,4036.5,4132.5,1194734770.0
1554260400000.0,4132.5,5144.5,4128.5,4897.5,4877433560.0
1554346800000.0,4897.5,5348.5,4783.0,4979.0,5191879310.0
1554433200000.0,4979.0,5085.5,4780.0,4910.0,3228374415.0
1554519600000.0,4910.0,5073.5,4885.0,5040.0,1992032192.0
1554606000000.0,5040.0,5245.0,4890.5,5043.0,2185695456.0
1554692400000.0,5043.0,5280.0,5028.0,5192.0,2199032130.0
1554778800000.0,5192.0,5341.0,5133.0,5285.5,2648582157.0
1554865200000.0,5285.5,5285.5,5140.5,5184.0,2031776659.0
1554951600000.0,5184.0,5474.0,5109.0,5321.5,2276551766.0
1555038000000.0,5321.5,5342.5,4959.0,5038.5,2473244609.0
1555124400000.0,5038.5,5132.0,4923.0,5075.5,1563910560.0
1555210800000.0,5075.5,5117.0,5027.5,5066.0,925759271.0
1555297200000.0,5066.0,5183.5,5008.0,5160.0,985278444.0
1555383600000.0,5160.0,5191.5,4942.0,5024.0,1538220012.0
1555470000000.0,5024.0,5329.5,5013.0,5202.5,1450183323.0
1555556400000.0,5202.5,5291.0,5150.5,5227.0,1298984546.0
1555642800000.0,5227.0,5318.0,5222.0,5278.5,1343604396.0
1555729200000.0,5278.5,5390.0,5155.0,5287.5,1330864714.0
1555815600000.0,5287.5,5358.5,5250.5,5320.0,1101158871.0
1555902000000.0,5320.0,5348.0,5205.0,5295.5,1261258028.0
1555988400000.0,5295.5,5444.0,5256.0,5383.0,1753224027.0
1556074800000.0,5383.0,5650.0,5365.0,5529.5,2490883494.0
1556161200000.0,5529.5,5622.5,5360.0,5440.0,2552274532.0
1556247600000.0,5440.0,5503.5,4960.0,5119.5,2487873376.0
1556334000000.0,5119.5,5274.5,5042.0,5149.5,2782394111.0
1556420400000.0,5149.5,5221.0,5103.0,5161.5,906388719.0
1556506800000.0,5161.5,5212.5,5090.0,5153.5,1090151542.0
1556593200000.0,5153.5,5190.0,5060.5,5141.0,1259511670.0
1556679600000.0,5141.0,5294.0,5124.5,5264.0,1401021208.0
1556766000000.0,5264.0,5350.0,5255.0,5317.0,1226168918.0
1556852400000.0,5317.0,5418.5,5305.5,5385.0,1550746064.0
1556938800000.0,5385.0,5800.0,5355.0,5657.5,4257938033.0
1557025200000.0,5657.5,5850.0,5502.0,5769.0,3376678956.0
1557111600000.0,5769.0,5783.0,5607.5,5715.5,2130999207.0
1557198000000.0,5715.5,5755.0,5555.5,5684.5,2434873172.0
1557284400000.0,5684.5,5975.0,5684.5,5738.0,3524010933.0
1557370800000.0,5738.0,6000.0,5642.0,5939.0,2348502656.0
1557457200000.0,5939.0,6163.5,5928.5,6140.0,2740351645.0
1557543600000.0,6140.0,6424.0,6103.5,6341.5,4080394057.0
